CustomerId,Surname,Education,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,Card Type ,IsActiveMember,EstimatedSalary,Housing,Loan,Exited
15729599.0,Lorenzo,tertiary ,804.0,Spain,Male,33.0,7.0,76548.6,1.0,0.0,None,1.0,98453.45,yes,yes ,0.0
15717426.0,Armstrong,secondary ,850.0,France,Male,36.0,7.0,0.0,1.0,1.0,GOLD ,1.0,40812.9,yes,yes ,0.0
15585768.0,Cameron,secondary ,582.0,Germany,Male,41.0,6.0,70349.48,2.0,0.0,None,1.0,178074.04,yes,yes ,0.0
15619360.0,Hsiao,tertiary ,472.0,Spain,Male,40.0,4.0,0.0,1.0,1.0,DIAMOND ,0.0,70154.22,yes,yes ,0.0
15738148.0,Clarke,secondary ,465.0,France,Female,51.0,8.0,122522.32,1.0,0.0,None,0.0,181297.65,yes,yes ,1.0
15687946.0,Osborne,tertiary ,556.0,France,Female,61.0,2.0,117419.35,1.0,1.0,PLATINUM ,1.0,94153.83,yes,yes ,0.0
15755196.0,Lavine,tertiary ,834.0,France,Female,49.0,2.0,131394.56,1.0,0.0,None,0.0,194365.76,yes,yes ,1.0
15684171.0,Bianchi,secondary ,660.0,Spain,Female,61.0,5.0,155931.11,1.0,1.0,PLATINUM ,1.0,158338.39,yes,yes ,0.0
15754849.0,Tyler,tertiary ,776.0,Germany,Female,32.0,4.0,109421.13,2.0,1.0,SILVER ,1.0,126517.46,yes,yes ,0.0
15602280.0,Martin,unknown ,829.0,Germany,Female,27.0,9.0,112045.67,1.0,1.0,DIAMOND ,1.0,119708.21,yes,yes ,1.0
15771573.0,Okagbue,unknown ,637.0,Germany,Female,39.0,9.0,137843.8,1.0,1.0,SILVER ,1.0,117622.8,yes,yes ,1.0
15766205.0,Yin,primary ,550.0,Germany,Male,38.0,2.0,103391.38,1.0,0.0,None,1.0,90878.13,yes,yes ,0.0
15771873.0,Buccho,tertiary ,776.0,Germany,Female,37.0,2.0,103769.22,2.0,1.0,SILVER ,0.0,194099.12,yes,yes ,0.0
15616550.0,Chidiebele,secondary ,698.0,Germany,Male,44.0,10.0,116363.37,2.0,1.0,SILVER ,0.0,198059.16,yes,yes ,0.0
15768193.0,Trevisani,primary ,585.0,Germany,Male,36.0,5.0,146050.97,2.0,0.0,None,0.0,86424.57,yes,yes ,0.0
15683553.0,O'Brien,secondary ,788.0,France,Female,33.0,5.0,0.0,2.0,0.0,None,0.0,116978.19,no,yes ,0.0
15702298.0,Parkhill,unknown ,655.0,Germany,Male,41.0,8.0,125561.97,1.0,0.0,None,0.0,164040.94,yes,yes ,1.0
15569590.0,Yoo,tertiary ,601.0,Germany,Male,42.0,1.0,98495.72,1.0,1.0,DIAMOND ,0.0,40014.76,yes,yes ,1.0
15760861.0,Phillipps,tertiary ,619.0,France,Male,43.0,1.0,125211.92,1.0,1.0,SILVER ,1.0,113410.49,yes,yes ,0.0
15630053.0,Tsao,tertiary ,656.0,France,Male,45.0,5.0,127864.4,1.0,1.0,PLATINUM ,0.0,87107.57,yes,yes ,0.0
15647091.0,Endrizzi,secondary ,725.0,Germany,Male,19.0,0.0,75888.2,1.0,0.0,None,0.0,45613.75,yes,yes ,0.0
15623944.0,T'ien,primary ,511.0,Spain,Female,66.0,4.0,0.0,1.0,1.0,SILVER ,0.0,1643.11,yes,yes ,1.0
15804771.0,Velazquez,secondary ,614.0,France,Male,51.0,4.0,40685.92,1.0,1.0,PLATINUM ,1.0,46775.28,no,yes ,0.0
15651280.0,Hunter,secondary ,742.0,Germany,Male,35.0,5.0,136857.0,1.0,0.0,None,0.0,84509.57,yes,yes ,0.0
15773469.0,Clark,secondary ,687.0,Germany,Female,27.0,9.0,152328.88,2.0,0.0,None,0.0,126494.82,yes,yes ,0.0
15702014.0,Jeffrey,secondary ,555.0,Spain,Male,33.0,1.0,56084.69,2.0,0.0,None,0.0,178798.13,yes,yes ,0.0
15751208.0,Pirozzi,secondary ,684.0,Spain,Male,56.0,8.0,78707.16,1.0,1.0,SILVER ,1.0,99398.36,yes,yes ,0.0
15592461.0,Jackson,secondary ,603.0,Germany,Male,26.0,4.0,109166.37,1.0,1.0,PLATINUM ,1.0,92840.67,yes,yes ,0.0
15789484.0,Hammond,secondary ,751.0,Germany,Female,36.0,6.0,169831.46,2.0,1.0,GOLD ,1.0,27758.36,yes,yes ,0.0
15696061.0,Brownless,secondary ,581.0,Germany,Female,34.0,1.0,101633.04,1.0,1.0,PLATINUM ,0.0,110431.51,yes,yes ,0.0
15641582.0,Chibugo,primary ,735.0,Germany,Male,43.0,10.0,123180.01,2.0,1.0,PLATINUM ,1.0,196673.28,no,yes ,0.0
15638424.0,Glauert,secondary ,661.0,Germany,Female,35.0,5.0,150725.53,2.0,0.0,None,1.0,113656.85,yes,yes ,0.0
15755648.0,Pisano,secondary ,675.0,France,Female,21.0,8.0,98373.26,1.0,1.0,SILVER ,0.0,18203.0,yes,yes ,0.0
15703793.0,Konovalova,secondary ,738.0,Germany,Male,58.0,2.0,133745.44,4.0,1.0,GOLD ,0.0,28373.86,yes,yes ,1.0
15620344.0,McKee,secondary ,813.0,France,Male,29.0,6.0,0.0,1.0,1.0,PLATINUM ,0.0,33953.87,yes,yes ,0.0
15812518.0,Palermo,secondary ,657.0,Spain,Female,37.0,0.0,163607.18,1.0,0.0,None,1.0,44203.55,yes,yes ,0.0
15779052.0,Ballard,unknown ,604.0,Germany,Female,25.0,5.0,157780.84,2.0,1.0,SILVER ,1.0,58426.81,yes,yes ,0.0
15770811.0,Wallace,secondary ,519.0,France,Male,36.0,9.0,0.0,2.0,0.0,None,1.0,145562.4,yes,yes ,0.0
15780961.0,Cavenagh,secondary ,735.0,France,Female,21.0,1.0,178718.19,2.0,1.0,PLATINUM ,0.0,22388.0,yes,yes ,0.0
15614049.0,Hu,tertiary ,664.0,France,Male,55.0,8.0,0.0,2.0,1.0,SILVER ,1.0,139161.64,yes,yes ,0.0
15662085.0,Read,secondary ,678.0,France,Female,32.0,9.0,0.0,1.0,1.0,GOLD ,1.0,148210.64,no,yes ,0.0
15575185.0,Bushell,tertiary ,757.0,Spain,Male,33.0,5.0,77253.22,1.0,0.0,None,1.0,194239.63,yes,yes ,0.0
15803136.0,Postle,secondary ,416.0,Germany,Female,41.0,10.0,122189.66,2.0,1.0,SILVER ,0.0,98301.61,yes,yes ,0.0
15706021.0,Buley,primary ,665.0,France,Female,34.0,1.0,96645.54,2.0,0.0,None,0.0,171413.66,yes,yes ,0.0
15663706.0,Leonard,primary ,777.0,France,Female,32.0,2.0,0.0,1.0,1.0,SILVER ,0.0,136458.19,yes,yes ,1.0
15641732.0,Mills,primary ,543.0,France,Female,36.0,3.0,0.0,2.0,0.0,None,0.0,26019.59,yes,yes ,0.0
15701164.0,Onyeorulu,tertiary ,506.0,France,Female,34.0,4.0,90307.62,1.0,1.0,SILVER ,1.0,159235.29,yes,yes ,0.0
15738751.0,Beit,secondary ,493.0,France,Female,46.0,4.0,0.0,2.0,1.0,SILVER ,0.0,1907.66,yes,yes ,0.0
15805254.0,Ndukaku,tertiary ,652.0,Spain,Female,75.0,10.0,0.0,2.0,1.0,DIAMOND ,1.0,114675.75,yes,yes ,0.0
15762418.0,Gant,secondary ,750.0,Spain,Male,22.0,3.0,121681.82,1.0,1.0,SILVER ,0.0,128643.35,yes,yes ,1.0
15625759.0,Rowley,tertiary ,729.0,France,Male,30.0,9.0,0.0,2.0,1.0,DIAMOND ,0.0,151869.35,yes,yes ,0.0
15622897.0,Sharpe,secondary ,646.0,France,Female,46.0,4.0,0.0,3.0,1.0,PLATINUM ,0.0,93251.42,yes,yes ,1.0
15767954.0,Osborne,secondary ,635.0,Germany,Female,28.0,3.0,81623.67,2.0,1.0,DIAMOND ,1.0,156791.36,yes,yes ,0.0
15757535.0,Heap,primary ,647.0,Spain,Female,44.0,5.0,0.0,3.0,1.0,DIAMOND ,1.0,174205.22,yes,yes ,1.0
15731511.0,Ritchie,primary ,808.0,France,Male,45.0,7.0,118626.55,2.0,1.0,SILVER ,0.0,147132.46,yes,yes ,0.0
15809248.0,Cole,secondary ,524.0,France,Female,36.0,10.0,0.0,2.0,1.0,GOLD ,0.0,109614.57,yes,yes ,0.0
15640635.0,Capon,secondary ,769.0,France,Male,29.0,8.0,0.0,2.0,1.0,DIAMOND ,1.0,172290.61,yes,yes ,0.0
15676966.0,Capon,tertiary ,730.0,Spain,Male,42.0,4.0,0.0,2.0,0.0,None,1.0,85982.47,yes,yes ,0.0
15699461.0,Fiorentini,tertiary ,515.0,Spain,Male,35.0,10.0,176273.95,1.0,0.0,None,1.0,121277.78,yes,yes ,0.0
15738721.0,Graham,primary ,773.0,Spain,Male,41.0,9.0,102827.44,1.0,0.0,None,1.0,64595.25,yes,yes ,0.0
15693683.0,Yuille,unknown ,814.0,Germany,Male,29.0,8.0,97086.4,2.0,1.0,GOLD ,1.0,197276.13,yes,yes ,0.0
15604348.0,Allard,secondary ,710.0,Spain,Male,22.0,8.0,0.0,2.0,0.0,None,0.0,99645.04,yes,yes ,0.0
15633059.0,Fanucci,unknown ,413.0,France,Male,34.0,9.0,0.0,2.0,0.0,None,0.0,6534.18,yes,yes ,0.0
15808582.0,Fu,secondary ,665.0,France,Female,40.0,6.0,0.0,1.0,1.0,SILVER ,1.0,161848.03,yes,yes ,0.0
15743192.0,Hung,secondary ,623.0,France,Female,44.0,6.0,0.0,2.0,0.0,None,0.0,167162.43,yes,yes ,0.0
15580146.0,Hung,secondary ,738.0,France,Male,31.0,9.0,82674.15,1.0,1.0,DIAMOND ,0.0,41970.72,yes,yes ,0.0
15776605.0,Bradley,unknown ,528.0,Spain,Male,36.0,7.0,0.0,2.0,1.0,SILVER ,0.0,60536.56,yes,yes ,0.0
15804919.0,Dunbabin,secondary ,670.0,Spain,Female,65.0,1.0,0.0,1.0,1.0,GOLD ,1.0,177655.68,yes,yes ,1.0
15613854.0,Mauldon,secondary ,622.0,Spain,Female,46.0,4.0,107073.27,2.0,1.0,GOLD ,1.0,30984.59,yes,yes ,1.0
15599195.0,Stiger,tertiary ,582.0,Germany,Male,32.0,1.0,88938.62,1.0,1.0,GOLD ,1.0,10054.53,yes,yes ,0.0
15812878.0,Parsons,secondary ,785.0,Germany,Female,36.0,2.0,99806.85,1.0,0.0,None,1.0,36976.52,yes,yes ,0.0
15602312.0,Walkom,secondary ,605.0,Spain,Male,33.0,5.0,150092.8,1.0,0.0,None,0.0,71862.79,yes,yes ,0.0
15744689.0,T'ang,unknown ,479.0,Germany,Male,35.0,9.0,92833.89,1.0,1.0,DIAMOND ,0.0,99449.86,yes,yes ,1.0
15803526.0,Eremenko,secondary ,685.0,Germany,Male,30.0,3.0,90536.81,1.0,0.0,None,1.0,63082.88,yes,yes ,0.0
15665790.0,Rowntree,secondary ,538.0,Germany,Male,39.0,7.0,108055.1,2.0,1.0,SILVER ,0.0,27231.26,no,yes ,0.0
15715951.0,Thorpe,primary ,562.0,France,Male,42.0,2.0,100238.35,1.0,0.0,None,0.0,86797.41,yes,yes ,0.0
15591100.0,Chiemela,secondary ,675.0,Spain,Male,36.0,9.0,106190.55,1.0,0.0,None,1.0,22994.32,yes,yes ,0.0
15609618.0,Fanucci,tertiary ,721.0,Germany,Male,28.0,9.0,154475.54,2.0,0.0,None,1.0,101300.94,yes,yes ,1.0
15675522.0,Ko,secondary ,628.0,Germany,Female,30.0,9.0,132351.29,2.0,1.0,GOLD ,1.0,74169.13,yes,yes ,0.0
15705512.0,Welch,secondary ,668.0,Germany,Female,37.0,6.0,167864.4,1.0,1.0,SILVER ,0.0,115638.29,yes,yes ,0.0
15698028.0,Duncan,secondary ,506.0,France,Female,41.0,1.0,0.0,2.0,1.0,GOLD ,0.0,31766.3,yes,yes ,0.0
15661670.0,Chidozie,primary ,524.0,Germany,Female,31.0,8.0,107818.63,1.0,1.0,SILVER ,0.0,199725.39,yes,yes ,1.0
15600781.0,Wu,secondary ,699.0,Germany,Male,34.0,4.0,185173.81,2.0,1.0,PLATINUM ,0.0,120834.48,yes,yes ,0.0
15682472.0,Culbreth,primary ,828.0,France,Male,34.0,8.0,129433.34,2.0,0.0,None,0.0,38131.77,yes,yes ,0.0
15580203.0,Kennedy,primary ,674.0,Spain,Male,39.0,6.0,120193.42,1.0,0.0,None,0.0,100130.95,yes,yes ,0.0
15690673.0,Cameron,unknown ,656.0,France,Female,39.0,6.0,0.0,2.0,1.0,DIAMOND ,0.0,141069.88,yes,yes ,0.0
15760085.0,Calabresi,secondary ,684.0,Germany,Female,48.0,10.0,126384.42,1.0,1.0,GOLD ,1.0,198129.36,yes,yes ,0.0
15779659.0,Zetticci,tertiary ,625.0,France,Female,28.0,3.0,0.0,1.0,0.0,None,0.0,183646.41,yes,yes ,0.0
15627360.0,Fuller,secondary ,432.0,France,Male,42.0,9.0,152603.45,1.0,1.0,DIAMOND ,0.0,110265.24,yes,yes ,1.0
15671137.0,MacDonald,primary ,549.0,France,Female,52.0,1.0,0.0,1.0,0.0,None,1.0,8636.05,yes,yes ,1.0
15782688.0,Piccio,secondary ,625.0,Germany,Male,56.0,0.0,148507.24,1.0,1.0,PLATINUM ,0.0,46824.08,yes,yes ,1.0
15575492.0,Kennedy,unknown ,828.0,France,Female,41.0,7.0,0.0,2.0,1.0,PLATINUM ,0.0,171378.77,yes,yes ,0.0
15591607.0,Fernie,secondary ,770.0,France,Male,24.0,9.0,101827.07,1.0,1.0,GOLD ,0.0,167256.35,yes,yes ,0.0
15740404.0,He,secondary ,758.0,France,Female,34.0,3.0,0.0,2.0,1.0,PLATINUM ,1.0,124226.16,yes,yes ,0.0
15718369.0,Kaodilinakachukwu,secondary ,795.0,Germany,Female,33.0,9.0,130862.43,1.0,1.0,GOLD ,1.0,114935.21,yes,yes ,0.0
15677871.0,Cocci,unknown ,687.0,France,Male,38.0,9.0,122570.87,1.0,1.0,DIAMOND ,1.0,35608.88,yes,yes ,0.0
15642004.0,Alekseeva,tertiary ,686.0,France,Male,25.0,1.0,0.0,2.0,0.0,None,1.0,16459.37,yes,yes ,0.0
15712543.0,Chinweike,secondary ,789.0,Germany,Male,39.0,7.0,124828.46,2.0,1.0,PLATINUM ,1.0,124411.08,yes,yes ,0.0
15584518.0,Arthur,secondary ,589.0,Germany,Female,50.0,5.0,144895.05,2.0,1.0,GOLD ,1.0,34941.23,yes,yes ,0.0
15802381.0,Li,secondary ,461.0,Germany,Female,34.0,5.0,63663.93,1.0,0.0,None,1.0,167784.28,yes,yes ,0.0
15610156.0,Ma,secondary ,637.0,France,Male,40.0,2.0,133463.1,1.0,0.0,None,1.0,93165.34,yes,yes ,0.0
15594408.0,Chia,tertiary ,584.0,Spain,Female,48.0,2.0,213146.2,1.0,1.0,DIAMOND ,0.0,75161.25,yes,yes ,1.0
15640905.0,Vasin,secondary ,579.0,Spain,Female,35.0,1.0,129490.36,2.0,0.0,None,1.0,8590.83,yes,yes ,1.0
15698932.0,Groves,tertiary ,756.0,Germany,Male,44.0,10.0,137452.09,1.0,1.0,PLATINUM ,0.0,189543.9,yes,yes ,0.0
15724944.0,Tien,primary ,663.0,France,Male,34.0,7.0,0.0,2.0,1.0,SILVER ,1.0,180427.24,yes,yes ,0.0
15628145.0,Forwood,secondary ,682.0,France,Female,43.0,5.0,125851.93,1.0,1.0,GOLD ,1.0,193318.33,yes,yes ,0.0
15713483.0,Greeves,unknown ,793.0,Spain,Male,52.0,2.0,0.0,1.0,1.0,GOLD ,0.0,159123.82,yes,yes ,1.0
15612350.0,Taylor,primary ,691.0,France,Female,31.0,5.0,40915.55,1.0,1.0,SILVER ,0.0,126213.84,yes,yes ,1.0
15800703.0,Madukwe,secondary ,485.0,Spain,Female,21.0,5.0,113157.22,1.0,1.0,GOLD ,1.0,54141.5,yes,yes ,0.0
15705707.0,Bennelong,secondary ,635.0,Spain,Female,29.0,8.0,138296.94,2.0,1.0,PLATINUM ,0.0,141075.51,yes,yes ,0.0
15754105.0,Olisanugo,secondary ,650.0,France,Male,37.0,5.0,106967.18,1.0,0.0,None,0.0,24495.03,yes,yes ,0.0
15703264.0,Chukwufumnanya,secondary ,735.0,France,Male,44.0,9.0,120681.63,1.0,1.0,SILVER ,0.0,74836.34,yes,yes ,0.0
15794413.0,Harris,secondary ,416.0,France,Male,32.0,0.0,0.0,2.0,0.0,None,1.0,878.87,yes,yes ,0.0
15650237.0,Morgan,secondary ,754.0,Spain,Female,32.0,7.0,0.0,2.0,1.0,SILVER ,0.0,89520.75,yes,yes ,0.0
15759618.0,Alexeeva,tertiary ,535.0,France,Female,48.0,9.0,0.0,1.0,1.0,GOLD ,0.0,149892.79,yes,yes ,1.0
15811589.0,Metcalfe,secondary ,716.0,Spain,Male,42.0,8.0,0.0,2.0,1.0,SILVER ,0.0,180800.42,yes,yes ,0.0
15689044.0,Humphries,secondary ,539.0,France,Male,37.0,2.0,127609.59,1.0,1.0,DIAMOND ,0.0,98646.22,yes,yes ,0.0
15709368.0,Milne,secondary ,614.0,France,Female,43.0,6.0,0.0,2.0,1.0,PLATINUM ,1.0,109041.53,yes,yes ,0.0
15679145.0,Chou,tertiary ,706.0,Spain,Male,57.0,7.0,0.0,1.0,1.0,GOLD ,0.0,17941.16,yes,yes ,1.0
15655007.0,Li,primary ,758.0,France,Female,33.0,7.0,0.0,2.0,0.0,None,0.0,82996.47,yes,yes ,0.0
15623595.0,Clayton,unknown ,586.0,Spain,Female,28.0,2.0,0.0,2.0,1.0,PLATINUM ,1.0,92067.35,yes,yes ,0.0
15589975.0,Maclean,secondary ,646.0,France,Female,73.0,6.0,97259.25,1.0,0.0,None,1.0,104719.66,yes,yes ,0.0
15804017.0,Chigolum,tertiary ,631.0,Germany,Female,33.0,4.0,123246.7,1.0,0.0,None,0.0,112687.57,yes,yes ,0.0
15692132.0,Wilkinson,secondary ,717.0,Spain,Female,22.0,6.0,101060.25,1.0,0.0,None,1.0,84699.56,yes,yes ,0.0
15641122.0,Wei,tertiary ,684.0,France,Male,30.0,2.0,0.0,2.0,1.0,DIAMOND ,0.0,83473.82,yes,yes ,0.0
15630910.0,Treacy,tertiary ,800.0,France,Female,49.0,7.0,108007.36,1.0,0.0,None,0.0,47125.11,yes,yes ,0.0
15680772.0,Hu,secondary ,721.0,Spain,Female,36.0,2.0,0.0,2.0,1.0,SILVER ,1.0,106977.8,yes,yes ,0.0
15658929.0,Taverner,secondary ,683.0,Spain,Male,29.0,0.0,133702.89,1.0,1.0,PLATINUM ,0.0,55582.54,yes,yes ,1.0
15585388.0,Sherman,secondary ,660.0,Germany,Male,31.0,9.0,125189.75,2.0,1.0,GOLD ,1.0,139874.43,yes,yes ,0.0
15724623.0,Taubman,secondary ,704.0,Germany,Female,24.0,7.0,113034.22,1.0,1.0,PLATINUM ,0.0,162503.48,yes,yes ,1.0
15588537.0,Robinson,tertiary ,615.0,Spain,Female,41.0,9.0,109013.23,1.0,1.0,PLATINUM ,0.0,196499.96,yes,yes ,0.0
15574692.0,Pinto,primary ,667.0,Spain,Female,39.0,2.0,0.0,2.0,1.0,PLATINUM ,0.0,40721.24,yes,yes ,1.0
15611325.0,Wood,secondary ,682.0,Germany,Male,24.0,9.0,57929.81,2.0,0.0,None,0.0,53134.3,yes,yes ,0.0
15587562.0,Hawkins,tertiary ,484.0,France,Female,29.0,4.0,130114.39,1.0,1.0,GOLD ,0.0,164017.89,yes,yes ,0.0
15613172.0,Sun,secondary ,628.0,Germany,Male,27.0,5.0,95826.49,2.0,1.0,SILVER ,0.0,155996.96,yes,yes ,0.0
15651022.0,Yost,unknown ,480.0,Germany,Male,44.0,10.0,129608.57,1.0,1.0,GOLD ,0.0,5472.7,yes,yes ,1.0
15586310.0,Ting,secondary ,578.0,France,Male,30.0,4.0,169462.09,1.0,1.0,DIAMOND ,0.0,112187.11,yes,yes ,0.0
15625524.0,Rowe,secondary ,512.0,France,Male,40.0,5.0,0.0,2.0,1.0,DIAMOND ,1.0,146457.83,yes,yes ,0.0
15755209.0,Fu,tertiary ,484.0,Spain,Female,35.0,7.0,133868.21,1.0,1.0,SILVER ,1.0,27286.1,yes,yes ,0.0
15645248.0,Ho,unknown ,510.0,France,Female,30.0,0.0,0.0,2.0,1.0,DIAMOND ,1.0,130553.47,yes,yes ,0.0
15790355.0,Okechukwu,secondary ,606.0,Germany,Male,36.0,5.0,190479.48,2.0,0.0,None,0.0,179351.89,yes,yes ,0.0
15762615.0,Campbell,secondary ,597.0,Spain,Female,40.0,8.0,101993.12,1.0,0.0,None,1.0,94774.12,yes,yes ,0.0
15625426.0,Ashbolt,secondary ,754.0,Germany,Female,55.0,3.0,161608.81,1.0,1.0,GOLD ,0.0,8080.85,yes,yes ,1.0
15716334.0,Rozier,primary ,850.0,Spain,Female,45.0,2.0,122311.21,1.0,1.0,GOLD ,1.0,19482.5,yes,yes ,0.0
15789669.0,Hsia,secondary ,510.0,France,Male,65.0,2.0,0.0,2.0,1.0,SILVER ,1.0,48071.61,yes,yes ,0.0
15621075.0,Ogbonnaya,primary ,778.0,Germany,Female,45.0,1.0,162150.42,2.0,1.0,DIAMOND ,0.0,174531.27,yes,yes ,0.0
15810845.0,T'ang,tertiary ,636.0,France,Male,42.0,2.0,0.0,2.0,1.0,PLATINUM ,1.0,55470.78,yes,yes ,0.0
15719377.0,Cocci,unknown ,804.0,France,Female,50.0,4.0,0.0,1.0,1.0,GOLD ,1.0,8546.87,yes,yes ,1.0
15654506.0,Chang,unknown ,514.0,France,Male,32.0,8.0,0.0,2.0,1.0,PLATINUM ,0.0,95857.18,yes,yes ,0.0
15771977.0,T'ao,primary ,730.0,France,Female,39.0,1.0,99010.67,1.0,1.0,GOLD ,0.0,194945.8,yes,yes ,0.0
15708710.0,Ford,secondary ,525.0,Spain,Female,37.0,0.0,0.0,1.0,0.0,None,1.0,131521.72,yes,yes ,0.0
15726676.0,Marshall,primary ,616.0,Spain,Male,30.0,5.0,0.0,2.0,0.0,None,1.0,196108.51,yes,yes ,0.0
15587421.0,Tsai,secondary ,687.0,Germany,Female,34.0,7.0,111388.18,2.0,1.0,GOLD ,0.0,148564.76,yes,yes ,0.0
15726931.0,Onwumelu,unknown ,715.0,France,Female,41.0,8.0,56214.85,2.0,0.0,None,0.0,92982.61,no,yes ,1.0
