CustomerId,Surname,Education,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Housing,Loan,Card Type ,Exited
15754849,Tyler,tertiary ,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,yes,yes ,SILVER ,0
15602280,Martin,unknown ,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,yes,yes ,DIAMOND ,1
15771573,Okagbue,unknown ,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,yes,yes ,SILVER ,1
15766205,Yin,primary ,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,yes,yes ,DIAMOND ,0
15771873,Buccho,tertiary ,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,yes,yes ,SILVER ,0
15616550,Chidiebele,secondary ,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,yes,yes ,SILVER ,0
15768193,Trevisani,primary ,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,yes,yes ,SILVER ,0
15683553,O'Brien,secondary ,788,France,Female,33,5,0,2,0,0,116978.19,no,yes ,GOLD ,0
15702298,Parkhill,unknown ,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,yes,yes ,SILVER ,1
15569590,Yoo,tertiary ,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,yes,yes ,DIAMOND ,1
15760861,Phillipps,tertiary ,619,France,Male,43,1,125211.92,1,1,1,113410.49,yes,yes ,SILVER ,0
15630053,Tsao,tertiary ,656,France,Male,45,5,127864.4,1,1,0,87107.57,yes,yes ,PLATINUM ,0
15647091,Endrizzi,secondary ,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,yes,yes ,PLATINUM ,0
15623944,T'ien,primary ,511,Spain,Female,66,4,0,1,1,0,1643.11,yes,yes ,SILVER ,1
15804771,Velazquez,secondary ,614,France,Male,51,4,40685.92,1,1,1,46775.28,no,yes ,PLATINUM ,0
15651280,Hunter,secondary ,742,Germany,Male,35,5,136857,1,0,0,84509.57,yes,yes ,GOLD ,0
15773469,Clark,secondary ,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,yes,yes ,DIAMOND ,0
15702014,Jeffrey,secondary ,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,yes,yes ,PLATINUM ,0
15751208,Pirozzi,secondary ,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,yes,yes ,SILVER ,0
15592461,Jackson,secondary ,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,yes,yes ,PLATINUM ,0
15789484,Hammond,secondary ,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,yes,yes ,GOLD ,0
15696061,Brownless,secondary ,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,yes,yes ,PLATINUM ,0
15641582,Chibugo,primary ,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,no,yes ,PLATINUM ,0
15638424,Glauert,secondary ,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,yes,yes ,GOLD ,0
15755648,Pisano,secondary ,675,France,Female,21,8,98373.26,1,1,0,18203,yes,yes ,SILVER ,0
15703793,Konovalova,secondary ,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,yes,yes ,GOLD ,1
15620344,McKee,secondary ,813,France,Male,29,6,0,1,1,0,33953.87,yes,yes ,PLATINUM ,0
15812518,Palermo,secondary ,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,yes,yes ,GOLD ,0
15779052,Ballard,unknown ,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,yes,yes ,SILVER ,0
15770811,Wallace,secondary ,519,France,Male,36,9,0,2,0,1,145562.4,yes,yes ,PLATINUM ,0
15780961,Cavenagh,secondary ,735,France,Female,21,1,178718.19,2,1,0,22388,yes,yes ,PLATINUM ,0
15614049,Hu,tertiary ,664,France,Male,55,8,0,2,1,1,139161.64,yes,yes ,SILVER ,0
15662085,Read,secondary ,678,France,Female,32,9,0,1,1,1,148210.64,no,yes ,GOLD ,0
15575185,Bushell,tertiary ,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,yes,yes ,SILVER ,0
15803136,Postle,secondary ,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,yes,yes ,SILVER ,0
15706021,Buley,primary ,665,France,Female,34,1,96645.54,2,0,0,171413.66,yes,yes ,DIAMOND ,0
15663706,Leonard,primary ,777,France,Female,32,2,0,1,1,0,136458.19,yes,yes ,SILVER ,1
15641732,Mills,primary ,543,France,Female,36,3,0,2,0,0,26019.59,yes,yes ,DIAMOND ,0
15701164,Onyeorulu,tertiary ,506,France,Female,34,4,90307.62,1,1,1,159235.29,yes,yes ,SILVER ,0
15738751,Beit,secondary ,493,France,Female,46,4,0,2,1,0,1907.66,yes,yes ,SILVER ,0
15805254,Ndukaku,tertiary ,652,Spain,Female,75,10,0,2,1,1,114675.75,yes,yes ,DIAMOND ,0
15762418,Gant,secondary ,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,yes,yes ,SILVER ,1
15625759,Rowley,tertiary ,729,France,Male,30,9,0,2,1,0,151869.35,yes,yes ,DIAMOND ,0
15622897,Sharpe,secondary ,646,France,Female,46,4,0,3,1,0,93251.42,yes,yes ,PLATINUM ,1
15767954,Osborne,secondary ,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,yes,yes ,DIAMOND ,0
15757535,Heap,primary ,647,Spain,Female,44,5,0,3,1,1,174205.22,yes,yes ,DIAMOND ,1
15731511,Ritchie,primary ,808,France,Male,45,7,118626.55,2,1,0,147132.46,yes,yes ,SILVER ,0
15809248,Cole,secondary ,524,France,Female,36,10,0,2,1,0,109614.57,yes,yes ,GOLD ,0
15640635,Capon,secondary ,769,France,Male,29,8,0,2,1,1,172290.61,yes,yes ,DIAMOND ,0
15676966,Capon,tertiary ,730,Spain,Male,42,4,0,2,0,1,85982.47,yes,yes ,DIAMOND ,0
15699461,Fiorentini,tertiary ,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,yes,yes ,GOLD ,0
15738721,Graham,primary ,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,yes,yes ,DIAMOND ,0
15693683,Yuille,unknown ,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,yes,yes ,GOLD ,0
15604348,Allard,secondary ,710,Spain,Male,22,8,0,2,0,0,99645.04,yes,yes ,SILVER ,0
15633059,Fanucci,unknown ,413,France,Male,34,9,0,2,0,0,6534.18,yes,yes ,PLATINUM ,0
15808582,Fu,secondary ,665,France,Female,40,6,0,1,1,1,161848.03,yes,yes ,SILVER ,0
15743192,Hung,secondary ,623,France,Female,44,6,0,2,0,0,167162.43,yes,yes ,DIAMOND ,0
15580146,Hung,secondary ,738,France,Male,31,9,82674.15,1,1,0,41970.72,yes,yes ,DIAMOND ,0
15776605,Bradley,unknown ,528,Spain,Male,36,7,0,2,1,0,60536.56,yes,yes ,SILVER ,0
15804919,Dunbabin,secondary ,670,Spain,Female,65,1,0,1,1,1,177655.68,yes,yes ,GOLD ,1
15613854,Mauldon,secondary ,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,yes,yes ,GOLD ,1
15599195,Stiger,tertiary ,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,yes,yes ,GOLD ,0
15812878,Parsons,secondary ,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,yes,yes ,PLATINUM ,0
15602312,Walkom,secondary ,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,yes,yes ,DIAMOND ,0
15744689,T'ang,unknown ,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,yes,yes ,DIAMOND ,1
15803526,Eremenko,secondary ,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,yes,yes ,SILVER ,0
15665790,Rowntree,secondary ,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,no,yes ,SILVER ,0
15715951,Thorpe,primary ,562,France,Male,42,2,100238.35,1,0,0,86797.41,yes,yes ,PLATINUM ,0
15591100,Chiemela,secondary ,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,yes,yes ,SILVER ,0
15609618,Fanucci,tertiary ,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,yes,yes ,PLATINUM ,1
15675522,Ko,secondary ,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,yes,yes ,GOLD ,0
15705512,Welch,secondary ,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,yes,yes ,SILVER ,0
15698028,Duncan,secondary ,506,France,Female,41,1,0,2,1,0,31766.3,yes,yes ,GOLD ,0
15661670,Chidozie,primary ,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,yes,yes ,SILVER ,1
15600781,Wu,secondary ,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,yes,yes ,PLATINUM ,0
15682472,Culbreth,primary ,828,France,Male,34,8,129433.34,2,0,0,38131.77,yes,yes ,SILVER ,0
15580203,Kennedy,primary ,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,yes,yes ,PLATINUM ,0
15690673,Cameron,unknown ,656,France,Female,39,6,0,2,1,0,141069.88,yes,yes ,DIAMOND ,0
15760085,Calabresi,secondary ,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,yes,yes ,GOLD ,0
15779659,Zetticci,tertiary ,625,France,Female,28,3,0,1,0,0,183646.41,yes,yes ,GOLD ,0
15627360,Fuller,secondary ,432,France,Male,42,9,152603.45,1,1,0,110265.24,yes,yes ,DIAMOND ,1
15671137,MacDonald,primary ,549,France,Female,52,1,0,1,0,1,8636.05,yes,yes ,DIAMOND ,1
15782688,Piccio,secondary ,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,yes,yes ,PLATINUM ,1
15575492,Kennedy,unknown ,828,France,Female,41,7,0,2,1,0,171378.77,yes,yes ,PLATINUM ,0
15591607,Fernie,secondary ,770,France,Male,24,9,101827.07,1,1,0,167256.35,yes,yes ,GOLD ,0
15740404,He,secondary ,758,France,Female,34,3,0,2,1,1,124226.16,yes,yes ,PLATINUM ,0
15718369,Kaodilinakachukwu,secondary ,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,yes,yes ,GOLD ,0
15677871,Cocci,unknown ,687,France,Male,38,9,122570.87,1,1,1,35608.88,yes,yes ,DIAMOND ,0
15642004,Alekseeva,tertiary ,686,France,Male,25,1,0,2,0,1,16459.37,yes,yes ,DIAMOND ,0
15712543,Chinweike,secondary ,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,yes,yes ,PLATINUM ,0
15584518,Arthur,secondary ,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,yes,yes ,GOLD ,0
15802381,Li,secondary ,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,yes,yes ,SILVER ,0
15610156,Ma,secondary ,637,France,Male,40,2,133463.1,1,0,1,93165.34,yes,yes ,PLATINUM ,0
15594408,Chia,tertiary ,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,yes,yes ,DIAMOND ,1
15640905,Vasin,secondary ,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,yes,yes ,GOLD ,1
15698932,Groves,tertiary ,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,yes,yes ,PLATINUM ,0
15724944,Tien,primary ,663,France,Male,34,7,0,2,1,1,180427.24,yes,yes ,SILVER ,0
15628145,Forwood,secondary ,682,France,Female,43,5,125851.93,1,1,1,193318.33,yes,yes ,GOLD ,0
15713483,Greeves,unknown ,793,Spain,Male,52,2,0,1,1,0,159123.82,yes,yes ,GOLD ,1
15612350,Taylor,primary ,691,France,Female,31,5,40915.55,1,1,0,126213.84,yes,yes ,SILVER ,1
15800703,Madukwe,secondary ,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,yes,yes ,GOLD ,0
15705707,Bennelong,secondary ,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,yes,yes ,PLATINUM ,0
15754105,Olisanugo,secondary ,650,France,Male,37,5,106967.18,1,0,0,24495.03,yes,yes ,PLATINUM ,0
15703264,Chukwufumnanya,secondary ,735,France,Male,44,9,120681.63,1,1,0,74836.34,yes,yes ,SILVER ,0
15794413,Harris,secondary ,416,France,Male,32,0,0,2,0,1,878.87,yes,yes ,GOLD ,0
15650237,Morgan,secondary ,754,Spain,Female,32,7,0,2,1,0,89520.75,yes,yes ,SILVER ,0
15759618,Alexeeva,tertiary ,535,France,Female,48,9,0,1,1,0,149892.79,yes,yes ,GOLD ,1
15811589,Metcalfe,secondary ,716,Spain,Male,42,8,0,2,1,0,180800.42,yes,yes ,SILVER ,0
15689044,Humphries,secondary ,539,France,Male,37,2,127609.59,1,1,0,98646.22,yes,yes ,DIAMOND ,0
15709368,Milne,secondary ,614,France,Female,43,6,0,2,1,1,109041.53,yes,yes ,PLATINUM ,0
15679145,Chou,tertiary ,706,Spain,Male,57,7,0,1,1,0,17941.16,yes,yes ,GOLD ,1
15655007,Li,primary ,758,France,Female,33,7,0,2,0,0,82996.47,yes,yes ,PLATINUM ,0
15623595,Clayton,unknown ,586,Spain,Female,28,2,0,2,1,1,92067.35,yes,yes ,PLATINUM ,0
15589975,Maclean,secondary ,646,France,Female,73,6,97259.25,1,0,1,104719.66,yes,yes ,PLATINUM ,0
15804017,Chigolum,tertiary ,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,yes,yes ,SILVER ,0
15692132,Wilkinson,secondary ,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,yes,yes ,GOLD ,0
15641122,Wei,tertiary ,684,France,Male,30,2,0,2,1,0,83473.82,yes,yes ,DIAMOND ,0
15630910,Treacy,tertiary ,800,France,Female,49,7,108007.36,1,0,0,47125.11,yes,yes ,PLATINUM ,0
15680772,Hu,secondary ,721,Spain,Female,36,2,0,2,1,1,106977.8,yes,yes ,SILVER ,0
15658929,Taverner,secondary ,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,yes,yes ,PLATINUM ,1
15585388,Sherman,secondary ,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,yes,yes ,GOLD ,0
15724623,Taubman,secondary ,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,yes,yes ,PLATINUM ,1
15588537,Robinson,tertiary ,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,yes,yes ,PLATINUM ,0
15574692,Pinto,primary ,667,Spain,Female,39,2,0,2,1,0,40721.24,yes,yes ,PLATINUM ,1
15611325,Wood,secondary ,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,yes,yes ,SILVER ,0
15587562,Hawkins,tertiary ,484,France,Female,29,4,130114.39,1,1,0,164017.89,yes,yes ,GOLD ,0
15613172,Sun,secondary ,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,yes,yes ,SILVER ,0
15651022,Yost,unknown ,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,yes,yes ,GOLD ,1
15586310,Ting,secondary ,578,France,Male,30,4,169462.09,1,1,0,112187.11,yes,yes ,DIAMOND ,0
15625524,Rowe,secondary ,512,France,Male,40,5,0,2,1,1,146457.83,yes,yes ,DIAMOND ,0
15755209,Fu,tertiary ,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,yes,yes ,SILVER ,0
15645248,Ho,unknown ,510,France,Female,30,0,0,2,1,1,130553.47,yes,yes ,DIAMOND ,0
15790355,Okechukwu,secondary ,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,yes,yes ,PLATINUM ,0
15762615,Campbell,secondary ,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,yes,yes ,SILVER ,0
15625426,Ashbolt,secondary ,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,yes,yes ,GOLD ,1
15716334,Rozier,primary ,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,yes,yes ,GOLD ,0
15789669,Hsia,secondary ,510,France,Male,65,2,0,2,1,1,48071.61,yes,yes ,SILVER ,0
15621075,Ogbonnaya,primary ,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,yes,yes ,DIAMOND ,0
15810845,T'ang,tertiary ,636,France,Male,42,2,0,2,1,1,55470.78,yes,yes ,PLATINUM ,0
15719377,Cocci,unknown ,804,France,Female,50,4,0,1,1,1,8546.87,yes,yes ,GOLD ,1
15654506,Chang,unknown ,514,France,Male,32,8,0,2,1,0,95857.18,yes,yes ,PLATINUM ,0
15771977,T'ao,primary ,730,France,Female,39,1,99010.67,1,1,0,194945.8,yes,yes ,GOLD ,0
15708710,Ford,secondary ,525,Spain,Female,37,0,0,1,0,1,131521.72,yes,yes ,SILVER ,0
15726676,Marshall,primary ,616,Spain,Male,30,5,0,2,0,1,196108.51,yes,yes ,PLATINUM ,0
15587421,Tsai,secondary ,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,yes,yes ,GOLD ,0
15726931,Onwumelu,unknown ,715,France,Female,41,8,56214.85,2,0,0,92982.61,no,yes ,GOLD ,1
15771086,Graham,primary ,512,France,Female,36,3,84327.77,2,1,0,17675.36,yes,yes ,PLATINUM ,0
15756850,Golovanov,unknown ,479,France,Male,40,1,0,2,0,0,114996.43,yes,yes ,SILVER ,0
15702741,Potts,tertiary ,601,France,Male,32,8,93012.89,1,1,0,86957.42,yes,yes ,GOLD ,0
15679200,Crawford,unknown ,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,yes,yes ,DIAMOND ,0
15594815,Aleshire,secondary ,807,France,Male,35,3,174790.15,1,1,1,600.36,yes,yes ,SILVER ,0
15635905,Moran,primary ,616,Spain,Female,32,6,0,2,1,1,43001.46,yes,yes ,GOLD ,0
15777892,Samsonova,secondary ,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,yes,yes ,PLATINUM ,0
15656176,Jenkins,secondary ,501,France,Male,57,10,0,2,1,1,47847.19,yes,yes ,PLATINUM ,0
15811127,Volkov,unknown ,521,France,Male,35,6,96423.84,1,1,0,10488.44,yes,yes ,PLATINUM ,0
15604482,Chiemezie,primary ,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,yes,yes ,DIAMOND ,0
15622911,Jude,primary ,759,France,Male,42,4,105420.18,1,0,1,121409.06,yes,yes ,GOLD ,0
15600974,He,secondary ,516,Spain,Male,50,5,0,1,0,1,146145.93,yes,yes ,GOLD ,1
15727868,Onuora,primary ,711,France,Female,38,2,129022.06,2,1,1,14374.86,no,yes ,DIAMOND ,1
15627801,Ginikanwa,secondary ,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,yes,yes ,PLATINUM ,0
15773039,Ku,unknown ,550,France,Male,37,3,0,1,1,1,179670.31,yes,yes ,GOLD ,0
15755262,McDonald,secondary ,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,yes,yes ,PLATINUM ,1
15679531,Collins,secondary ,618,France,Male,34,5,134954.53,1,1,1,151954.39,no,yes ,SILVER ,0
15684181,Hackett,tertiary ,643,France,Male,45,5,0,1,1,0,142513.5,no,yes ,GOLD ,1
15612087,Dike,unknown ,671,France,Male,45,2,106376.85,1,0,1,158264.62,yes,yes ,DIAMOND ,0
15752047,Trevisano,secondary ,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,yes,yes ,PLATINUM ,0
15624592,Tan,tertiary ,603,France,Male,31,8,0,2,1,1,169915.02,yes,yes ,GOLD ,0
15573152,Glassman,secondary ,620,France,Female,41,9,0,2,0,0,88852.47,yes,yes ,DIAMOND ,0
15594917,Miller,secondary ,676,France,Female,34,1,63095.01,1,1,1,40645.81,yes,yes ,SILVER ,0
15785542,Kornilova,secondary ,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,yes,yes ,DIAMOND ,0
15723488,Watson,secondary ,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,yes,yes ,GOLD ,1
15680920,Marchesi,secondary ,695,France,Male,46,7,49512.55,1,1,0,133007.34,yes,yes ,DIAMOND ,0
15786308,Millar,tertiary ,730,Spain,Female,33,9,0,2,0,0,176576.62,yes,yes ,SILVER ,0
15659366,Shih,primary ,807,France,Male,43,1,105799.32,2,1,0,34888.04,yes,yes ,DIAMOND ,1
15774854,Fuller,secondary ,592,France,Male,54,8,0,1,1,1,28737.71,yes,yes ,PLATINUM ,1
15725311,Hay,secondary ,726,France,Female,31,9,114722.05,2,1,1,98178.57,yes,yes ,SILVER ,0
15787155,Yang,secondary ,514,Spain,Male,30,7,0,1,0,1,125010.24,yes,yes ,DIAMOND ,0
15727829,McIntyre,secondary ,567,France,Male,42,2,0,2,1,1,167984.61,yes,yes ,SILVER ,0
15733247,Stevenson,tertiary ,850,France,Male,33,10,0,1,1,0,4861.72,yes,yes ,SILVER ,1
15568748,Poole,secondary ,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,yes,yes ,PLATINUM ,1
15699029,Bagley,tertiary ,670,France,Male,37,4,170557.91,2,1,0,198252.88,yes,yes ,GOLD ,0
15774393,Ch'ien,primary ,694,France,Female,30,9,0,2,1,1,26960.31,yes,yes ,DIAMOND ,0
15676895,Cattaneo,tertiary ,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,no,yes ,SILVER ,1
15637753,O'Sullivan,tertiary ,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,yes,yes ,DIAMOND ,1
15605461,Lucas,secondary ,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,yes,yes ,GOLD ,0
15808473,Ringrose,primary ,673,France,Male,72,1,0,2,0,1,111981.19,yes,yes ,SILVER ,0
15627000,Freeman,primary ,610,France,Male,40,0,0,2,1,0,62232.6,yes,yes ,GOLD ,0
15787174,Sergeyev,secondary ,512,France,Female,37,1,0,2,0,1,156105.03,yes,yes ,PLATINUM ,0
15723886,Fiore,secondary ,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,no,yes ,DIAMOND ,0
15704769,Smith,secondary ,585,France,Female,67,5,113978.97,2,0,1,93146.11,yes,yes ,SILVER ,0
15772896,Dumetochukwu,secondary ,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,yes,yes ,GOLD ,1
15711540,Pacheco,secondary ,712,France,Female,29,2,0,1,1,1,144375,yes,yes ,GOLD ,0
15764866,Synnot,secondary ,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,yes,yes ,DIAMOND ,1
15794056,Johnston,secondary ,668,France,Female,46,2,0,3,1,0,89048.46,yes,yes ,DIAMOND ,1
15795149,Stevens,tertiary ,703,France,Male,28,2,81173.83,2,0,1,162812.16,yes,yes ,PLATINUM ,0
15812009,Grant,primary ,662,Spain,Male,38,4,0,2,1,0,136259.65,yes,yes ,GOLD ,0
15651001,Tsao,tertiary ,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,yes,yes ,GOLD ,0
